teryt_simc_code,prg_street_name,osm_street_name
,Prof. Franciszka Misztala,Profesora Franciszka Misztala
,prof. Fryderyka Joliot-Curie,Profesora Fryderyka Joliot-Curie
,prof. Grzegorza Nowaka,Profesora Grzegorza Nowaka
,prof. Haliny Karnickiej,Profesor Haliny Karnickiej
,prof. Henryka Borka,Profesora Henryka Borka
,prof. Henryka Świdzińskiego,Profesora Henryka Świdzińskiego
,prof. Hilarego Koprowskiego,Profesora Hilarego Koprowskiego
,prof. Ignacego Laskowskiego,Profesora Ignacego Laskowskiego
,prof. Ignacego Wośki,Profesora Ignacego Wośki
,prof. Izabeli Dąmbskiej,Profesor Izabeli Dąmbskiej
,Prof. J. I. Nowaka,Profesora Juliana Ignacego Nowaka
,prof. Jakuba Tomanka,Profesora Jakuba Tomanka
,prof. Jana Czochralskiego,Profesora Jana Czochralskiego
,prof. Jana Domaniewskiego,Profesora Jana Domaniewskiego
,Prof. Jana Haftka,Profesora Jana Haftka
,prof. Jana Kozłowskiego,Profesora Jana Kozłowskiego
,prof. Jana Mikusińskiego,Profesora Jana Mikusińskiego
,prof. Jana Rutkowskiego,Profesora Jana Rutkowskiego
,prof. Jana Świderskiego,Profesora Jana Świderskiego
,prof. Janusza Groszkowskiego,Profesora Janusza Groszkowskiego
,prof. Jerzego Stankiewicza,Profesora Jerzego Stankiewicza
,prof. Juliana Lambora,Profesora Juliana Lambora
,prof. Józefa Jachimka,Profesora Józefa Jachimka
,prof. Józefa Kokota,Profesora Józefa Kokota
,prof. Józefa Kostrzewskiego,Profesora Józefa Kostrzewskiego
,prof. Józefa Więckowskiego,Profesora Józefa Więckowskiego
,prof. Józefa Zwierzyckiego,Profesora Józefa Zwierzyckiego
,prof. K. Mloska,Profesora Krzysztofa Mloska
,prof. Karola Joncy,Profesora Karola Joncy
,prof. Kazimierza Kopeckiego,Profesora Kazimierza Kopeckiego
,prof. Kazimierza Krysiaka,Profesora Kazimierza Krysiaka
,prof. Kazimierza Markiewicza,Profesora Kazimierza Markiewicza
,prof. Kazimierza Piwarskiego,Profesora Kazimierza Piwarskiego
,prof. Kazimierza Secomskiego,Profesora Kazimierza Secomskiego
,prof. Krzysztofa Marlicza,Profesora Krzysztofa Marlicza
,prof. Krzysztofa Pendereckiego,Profesora Krzysztofa Pendereckiego
,prof. Krzysztofa Skóry,Profesora Krzysztofa Skóry
,prof. Leszka Kuberskiego,Profesora Leszka Kuberskiego
,Prof. Lotha,Profesora Edwarda Lotha
,prof. Ludwika Chmaja,Profesora Ludwika Chmaja
,Prof. Ludwika Rydygiera,Profesora Ludwika Rydygiera
,prof. Maksymiliana Hubera,Profesora Maksymiliana Hubera
,prof. Mariana Gumowskiego,Profesora Mariana Gumowskiego
,prof. Mariana Osińskiego,Profesora Mariana Osińskiego
,prof. Mariana Raciborskiego,Profesora Mariana Raciborskiego
,prof. Mariana Rapackiego,Profesora Mariana Rapackiego
,prof. Marii Dzielskiej,Profesor Marii Dzielskiej
,prof. Marii Hrabowskiej,Profesor Marii Hrabowskiej
,Prof. Mariusza Karpowicza,Profesora Mariusza Karpowicza
,prof. Michała Siedleckiego,Profesora Michała Siedleckiego
,prof. Mieczysława Gębarowicza,Profesora Mieczysława Gębarowicza
,prof. Mieczysława Michałowicza,Profesora Mieczysława Michałowicza
,prof. Oswalda Matei,Profesora Oswalda Matei
,prof. Pawłowskiego,Profesora Stanisława Pawłowskiego
,prof. Piotra Znanieckiego,Profesora Piotra Znanieckiego
,prof. R. Ranoszka,Profesora Rudolfa Ranoszka
,prof. Roberta Bednorza,Profesora Roberta Bednorza
,prof. Roberta Towarnickiego,Profesora Roberta Towarnickiego
,prof. Romana Drewsa,Profesora Romana Drewsa
,prof. Romana Lipowicza,Profesora Romana Lipowicza
,prof. Romualda Adama Cebertowicza,Profesora Romualda Adama Cebertowicza
,prof. Romualda Cebertowicza,Profesora Romualda Cebertowicza
,prof. Romualda Reguły,Profesora Romualda Reguły
,prof. Ryszarda Bagińskiego,Profesora Ryszarda Bagińskiego
,prof. Ryszarda Kosteckiego,Profesora Ryszarda Kosteckiego
,prof. Seweryna Dziubałtowskiego,Profesora Seweryna Dziubałtowskiego
,prof. St. Szczotki,Profesora Stanisława Szczotki
,prof. Stanisława Bodniaka,Profesora Stanisława Bodniaka
,prof. Stanisława Brzósko,Profesora Stanisława Brzósko
,prof. Stanisława Cebuli,Profesora Stanisława Cebuli
,prof. Stanisława Fischera,Profesora Stanisława Fischera
,prof. Stanisława Herbsta,Profesora Stanisława Herbsta
,prof. Stanisława Kaszyńskiego,Profesora Stanisława Kaszyńskiego
,prof. Stanisława Kirkora,Profesora Stanisława Kirkora
,prof. Stanisława Kolbuszewskiego,Profesora Stanisława Kolbuszewskiego
,prof. Stanisława Kota,Profesora Stanisława Kota
,Prof. Stanisława Małkowskiego,Profesora Stanisława Małkowskiego
,Prof. Stanisława Pawłowskiego,Profesora Stanisława Pawłowskiego
,prof. Stanisława Pigonia,Profesora Stanisława Pigonia
,Prof. Stanisława Pilata,Profesora Stanisława Pilata
,prof. Stanisława Rosponda,Profesora Stanisława Rosponda
,prof. Stanisława Swianiewicza,Profesora Stanisława Swianiewicza
,prof. Stanisława Szpora,Profesora Stanisława Szpora
,prof. Stanisława Tarnowskiego,Profesora Stanisława Tarnowskiego
,prof. Stanisława Tołpy,Profesora Stanisława Tołpy
,prof. Stefana Banacha,Profesora Stefana Banacha
,prof. Stefana Golachowskiego,Profesora Stefana Golachowskiego
,prof. Stefana Hausbrandta,Profesora Stefana Hausbrandta
,prof. Stefana Malawskiego,Profesora Stefana Malawskiego
,prof. Stefana Myczkowskiego,Profesora Stefana Myczkowskiego
,prof. Stefana Poznańskiego,Profesora Stefana Poznańskiego
,Prof. T. Seweryna,Profesora Tadeusza Seweryna
,prof. Tadeusza Banachiewicza,Profesora Tadeusza Banachiewicza
,Prof. Tadeusza Browicza,Profesora Tadeusza Browicza
,prof. Tadeusza Kotarbińskiego,Profesora Tadeusza Kotarbińskiego
,prof. Teodora Rafińskiego,Profesora Teodora Rafińskiego
,prof. Wacława Minakowskiego,Profesora Wacława Minakowskiego
,prof. Wacława Strażewicza,Profesora Wacława Strażewicza
,prof. Walerego Fontanusa,Profesora Walerego Fontanusa
,prof. Wiesława Krautforsta,Profesora Wiesława Krautforsta
,prof. Wiktora Degi,Profesora Wiktora Degi
,Prof. Wiktora Orłowskiego,Profesora Wiktora Orłowskiego
,prof. Wilibalda Winklera,Profesora Wilibalda Winklera
,prof. Witolda Andruszkiewicza,Profesora Witolda Andruszkiewicza
,prof. Witolda Taszyckiego,Profesora Witolda Taszyckiego
,prof. Witolda Łukaszewicza,Profesora Witolda Łukaszewicza
,prof. Wośko,Profesora Ignacego Wośko
,prof. Władysława Nikliborca,Profesora Władysława Nikliborca
,prof. Władysława Szafera,Profesora Władysława Szafera
,prof. Władysława Tatarkiewicza,Profesora Władysława Tatarkiewicza
,Prof. Władysława Witwickiego,Profesora Władysława Witwickiego
,prof. Włodzimierza Fijałkowskiego,Profesora Włodzimierza Fijałkowskiego
,prof. Włodzimierza Krukowskiego,Profesora Włodzimierza Krukowskiego
,prof. Włodzimierza Zonna,Profesora Włodzimierza Zonna
,prof. Zbigniewa Religi,Profesora Zbigniewa Religi
,Prof. Zbigniewa Sierpińskiego,Profesora Zbigniewa Sierpińskiego
,prof. Zbigniewa Steckiego,Profesora Zbigniewa Steckiego
,prof. Zbigniewa Strzeleckiego,Profesora Zbigniewa Strzeleckiego
,prof. Zdzisława Boronia,Profesora Zdzisława Boronia
,prof. Zdzisława Kieturakisa,Profesora Zdzisława Kieturakisa
,prof. Zdzisława Pidka,Profesora Zdzisława Pidka
,prof. Zygmunta Czubińskiego,Profesora Zygmunta Czubińskiego
,prof. Łowmiańskiego,Profesora Henryka Łowmiańskiego
,Prof. Żytkowskiego,Profesora Zygmunta Żytkowskiego
,Profesora dr. Franciszka Bujaka,Profesora Doktora Franciszka Bujaka
,Promenada gen. Jerzego Ziętka,Promenada Generała Jerzego Ziętka
,Prusa,Bolesława Prusa
,Prymasa Kard. Wyszyńskiego,Prymasa Kardynała Stefana Wyszyńskiego
,Pułaskiego,Kazimierza Pułaskiego
,Płk Cypriana Bystrama,Pułkownika Cypriana Bystrama
,Płk Czesława Chmielewskiego,Pułkownika Czesława Chmielewskiego
,płk Henryka Kowalówki,Pułkownika Henryka Kowalówki
,płk Jana Kilińskiego,Pułkownika Jana Kilińskiego
,płk Marcina Borelowskiego,Pułkownika Marcina Borelowskiego
,płk Władysława Muzyki,Pułkownika Władysława Muzyki
,płk. Adama Nadachowskiego,Pułkownika Adama Nadachowskiego
,płk. Aleksandra Hertela,Pułkownika Aleksandra Hertela
,płk. Aleksandra Krzyżanowskiego,Pułkownika Aleksandra Krzyżanowskiego
,płk. Aleksandrowicza,Pułkownika Witolda Aleksandrowicza
,płk. Andrzeja Hałacińskiego,Pułkownika Andrzeja Hałacińskiego
,płk. Andrzeja Kopy,Pułkownika Andrzeja Kopy
,płk. Antoniego Lawicz-Liszki,Pułkownika Antoniego Lawicz-Liszki
,płk. Antoniego Tomczyka,Pułkownika Antoniego Tomczyka
,Płk. Beliny-Prażmowskiego,Pułkownika Władysława Beliny-Prażmowskiego
,płk. Bolesława Mościckiego,Pułkownika Bolesława Mościckiego
,płk. Bolesława Orlińskiego,Pułkownika Bolesława Orlińskiego
,płk. Brzeżańskiego,Pułkownika Augustyna Brzeżańskiego
,płk. Chodakowskiego,Pułkownika Maksymiliana Chodakowskiego
,płk. Czesława Hake,Pułkownika Czesława Hake
,płk. Deca,Pułkownika Władysława Deca
,płk. dr. Leona Strehla,Pułkownika Doktora Leona Strehla
,płk. Dyplomowanego Ludwika Bociańskiego,Pułkownika Ludwika Bociańskiego
,płk. Dąbka,Pułkownika Stanisława Dąbka
,płk. Edwarda Malewicza,Pułkownika Edwarda Malewicza
,płk. Fr.Nullo,Pułkownika Francesco Nullo
,płk. Franciszka Niepokólczyckiego,Pułkownika Franciszka Niepokólczyckiego
,płk. Franciszka Żarnowskiego,Pułkownika Franciszka Żarnowskiego
,płk. Gwido Langera,Pułkownika Gwido Langera
,płk. Henryka Świetlickiego,Pułkownika Henryka Świetlickiego
,płk. Hynka,Pułkownika Franciszka Hynka
,Płk. Jana Krysińskiego,Pułkownika Jana Krysińskiego
,płk. Jana Malińskiego,Pułkownika Jana Malińskiego
,płk. Jana Pałubickiego,Pułkownika Jana Pałubickiego
,płk. Jana Rzepeckiego,Pułkownika Jana Rzepeckiego
,płk. Jana Zientarskiego,Pułkownika Jana Zientarskiego
,płk. Jerzego Bajana,Pułkownika Jerzego Bajana
,płk. Jerzego Kleina,Pułkownika Jerzego Kleina
,Płk. Józefa Koczwary,Pułkownika Józefa Koczwary
,płk. Józefa Krzyczkowskiego,Pułkownika Józefa Krzyczkowskiego
,płk. Józefa Modrzejewskiego,Pułkownika Józefa Modrzejewskiego
,płk. Józefa Mularczyka,Pułkownika Józefa Mularczyka
,Płk. Józefa Puchalskiego,Pułkownika Józefa Puchalskiego
,płk. Józefa Płodowskiego,Pułkownika Józefa Płodowskiego
,płk. Józefa Serugi,Pułkownika Józefa Serugi
,płk. Józefa Spychalskiego,Pułkownika Józefa Spychalskiego
,płk. Józefa Witolda Dzierżykraja-Morawskiego,Pułkownika Józefa Witolda Dzierżykraja-Morawskiego
,płk. Karola Myrka,Pułkownika Karola Myrka
,płk. Karola Piłata,Pułkownika Karola Piłata
,płk. Karola Zagórskiego,Pułkownika Karola Zagórskiego
,płk. Kazimierza Drewnowskiego,Pułkownika Kazimierza Drewnowskiego
,płk. Kazimierza Iranka-Osmeckiego,Pułkownika Kazimierza Iranka-Osmeckiego
,płk. Kazimierza Mastalerza,Pułkownika Kazimierza Mastalerza
,płk. Kazimierza Pruszkowskiego,Pułkownika Kazimierza Pruszkowskiego
,płk. Leopolda Lisa-Kuli,Pułkownika Leopolda Lisa-Kuli
,Płk. Lisa-Kuli,Pułkownika Leopolda Lisa-Kuli
,płk. Marcina Amora Tarnowskiego,Pułkownika Marcina Amora Tarnowskiego
,płk. Mariana Krudowskiego,Pułkownika Mariana Krudowskiego
,płk. Mariana Raganowicza,Pułkownika Mariana Raganowicza
,płk. Orłowskiego,Pułkownika Zdzisława Orłowskiego
,płk. pil. Bernarda Adameckiego,Pułkownika Pilota Bernarda Adameckiego
,płk. pil. Romana Florera,Pułkownika Pilota Romana Florera
,płk. pil. Tadeusza Koca,Pułkownika Pilota Tadeusza Koca
,płk. Piotra Bartaka,Pułkownika Piotra Bartaka
,płk. Piotra Podstawskiego,Pułkownika Piotra Podstawskiego
,Płk. Pisarskiego,Pułkownika Achacego Pisarskiego
,płk. Ryszarda Kuklińskiego,Pułkownika Ryszarda Kuklińskiego
,płk. Rębajło,"Pułkownika Karola Kality ""Rębajło"""
,płk. Stanisława Dąbka,Pułkownika Stanisława Dąbka
,płk. Stanisława Hojnowskiego,Pułkownika Stanisława Hojnowskiego
,Płk. Stanisława Koszutskiego,Pułkownika Stanisława Koszutskiego
,płk. Stanisława Krzystyniaka,Pułkownika Stanisława Krzystyniaka
,płk. Stanisława Królickiego,Pułkownika Stanisława Królickiego
,płk. Stanisława Mireckiego,Pułkownika Stanisława Mireckiego
,płk. Stanisława Skarżyńskiego,Pułkownika Stanisława Skarżyńskiego
,płk. Stanisława Steczkowskiego,Pułkownika Stanisława Steczkowskiego
,płk. Stanisława Wilimowskiego,Pułkownika Stanisława Wilimowskiego
,płk. Stefana Osiki,Pułkownika Stefana Osiki
,płk. Szczepana Ścibiora,Pułkownika Szczepana Ścibiora
,płk. Tadeusza Falewicza,Pułkownika Tadeusza Falewicza
,płk. Tadeusza Lechnickiego,Pułkownika Tadeusza Lechnickiego
,płk. Tadeusza Rolskiego,Pułkownika Tadeusza Rolskiego
,płk. Tadeusza Semika,Pułkownika Tadeusza Semika
,płk. Wacława Kazimierskiego,Pułkownika Wacława Kazimierskiego
,płk. Wacława Wilniewczyca,Pułkownika Wacława Wilniewczyca
,płk. Wilka-Krzyżanowskiego,Pułkownika Aleksandra Wilka-Krzyżanowskiego
,płk. Witolda Pileckiego,Pułkownika Witolda Pileckiego
,płk. Witolda Roszkowskiego,Pułkownika Witolda Roszkowskiego
,płk. Witolda Sztarka,Pułkownika Witolda Sztarka
,płk. Wł. Muzyki,Pułkownika Władysława Muzyki
,płk. Władysława Beliny-Prażmowskiego,Pułkownika Władysława Beliny-Prażmowskiego
,płk. Władysława Kiełbasy,Pułkownika Władysława Kiełbasy
,płk. Zbigniewa Szacherskiego,Pułkownika Zbigniewa Szacherskiego
,płk. Zdzisława Barbasiewicza,Pułkownika Zdzisława Barbasiewicza
,płk. Zygmunta Chmieleńskiego,Pułkownika Zygmunta Chmieleńskiego
,płk. Zygmunta Padlewskiego,Pułkownika Zygmunta Padlewskiego
,płk. Łukasza Cieplińskiego,Pułkownika Łukasza Cieplińskiego
,R. Dmowskiego,Romana Dmowskiego
,R. Kalinowskiego,Romana Dmowskiego
,R. Traugutta,Romualda Traugutta
,R. Weigla,Jana Weigla
,R. Żulińskiego,Romana Żulińskiego
,Rabina dr. Maxa Josepha,Rabina Doktora Maxa Josepha
,Racula-Im. Rodła,Racula-Rodła
,Racula-M. Gierymskiego,Racula-Maksymiliana Gierymskiego
,Racula-St. Wyspiańskiego,Racula-Stanisława Wyspiańskiego
,Racula-Św. Mikołaja,Racula-Świętego Mikołaja
,Raska,Józefa Raska
,Reja,Mikołaja Reja
,Reja Mikołaja,Mikołaja Reja
,Rejtana,Tadeusza Rejtana
,Rewolucji 1905 r.,Rewolucji 1905 roku
,Reymonta,Władysława Reymonta
0940890,Reymonta,Władysława Stanisława Reymonta
,Reymonta S.,Władysława Reymonta
,Rondo gen. pil. A. Błasika,Rondo Generała Pilota Andrzeja Błasika
,Roosevelta,Franklina Delano Roosevelta
,Rostka,Józefa Rostka
,Rot. W. Pileckiego,Rotmistrza Witolda Pileckiego
,rotm. Witolda Pileckiego,Rotmistrza Witolda Pileckiego
,Rotmistrza W. Pileckiego,Rotmistrza Witolda Pileckiego
,rotmistrza Witolda Pileckiego,Rotmistrza Witolda Pileckiego
,rtm. W. Konopki,Rotmistrza Witolda Konopki
,Rtm. W. Pileckiego,Rotmistrza Witolda Pileckiego
,rtm. Witolda Pileckiego,Rotmistrza Witolda Pileckiego
,Rynek Duży im. J. Piłsudskiego,Duży Rynek imienia Józefa Piłsudskiego
,Rynek im. Jana Pawła II,Rynek Jana Pawła II
,Rynek im. ks. W. Mojżykiewicza,Rynek Księdza Witolda Mojżykiewicza
,Rynek im. Powstańców 1863,Rynek Powstańców 1863 roku
,Rynek Marszałka J. Piłsudskiego,Rynek Marszałka Józefa Piłsudskiego
,Rzeckiego,Ignacego Rzeckiego
,S. Cymuty,Stanisława Cymuty
,s. Heleny Herman,Siostry Heleny Herman
,s. Hiacynty Joanny Luli,Siostry Hiacynty Joanny Luli
,S. I. Witkiewicza,Stanisława Ignacego Witkiewicza
,S. Józefy Hałacińskiej,Siostry Józefy Hałacińskiej
,S. Lema,Stanisława Lema
,s. Marii Dworniczak,Siostry Marii Dworniczak
,S. Moniuszki,Stanisława Moniuszki
,S. Okrzei,Stefana Okrzei
,S. Przybyszewskiego,Stanisława Przybyszewskiego
,S. Rembeka,Stanisława Rembeka
,S. Staszica,Stanisława Staszica
,S. Wyspiańskiego,Stanisława Wyspiańskiego
,S. Żeromskiego,Stefana Żeromskiego
,Sienkiewicza,Henryka Sienkiewicza
,sierż. Artura Kostrowskiego,Sierżanta Artura Kostrowskiego
,sierż. Grzegorza Załogi,Sierżanta Grzegorza Załogi
,sierż. Józefa Franczaka,Sierżanta Józefa Franczaka
,sierż. naw. Mieczysława Mroza,Sierżanta Nawigatora Mieczysława Mroza
,sierż. pchor. Zygmunta Przeździeckiego,Sierżanta Podchorążego Zygmunta Przeździeckiego
,sierż. Władysława Szymczaka,Sierżanta Władysława Szymczaka
,Sikorskiego,Generała Władysława Sikorskiego
,Skrzetuskiego,Jana Skrzetuskiego
,Skwer kard. Stefana Wyszyńskiego,Skwer Kardynała Stefana Wyszyńskiego
,Skwer Ks. Stanisława Chłopeckiego,Skwer Księdza Stanisława Chłopeckiego
,Skłodowskiej,Marii Skłodowskiej-Curie
,Skłodowskiej-Curie,Marii Skłodowskiej-Curie
,Smołki,Emanuela Smołki
,Sobieskiego,Jana III Sobieskiego
,Solskiego,Ludwika Solskiego
,St. A. Poniatowskiego,Stanisława Augusta Poniatowskiego
,St. Augusta Poniatowskiego,Stanisława Augusta Poniatowskiego
,St. Brzóski,Stanisława Brzóski
,St. i Wł. Janochów,Stanisława i Władysława Janochów
,St. Konarskiego,Stanisława Konarskiego
,St. Lema,Stanisława Lema
,St. Mikołajczyka,Stanisława Mikołajczyka
,St. Moniuszki,Stanisława Moniuszki
,St. Okrzei,Stanisława Okrzei
,St. Przybyszewskiego,Stanisława Przybyszewskiego
,St. Skarżyńskiego,Stanisława Skarżyńskiego
,St. Staszica,Stanisława Staszica
,St. Wyspiańskiego,Stanisława Wyspiańskiego
,St. Żeromskiego,Stefana Żeromskiego
,St.Bełżyńskiego,Stanisława Bełżyńskiego
,Stachury,Antoniego Stachury
,Staffa,Leopolda Staffa
,Stalmacha,Pawła Stalmacha
,Stanisława A. Poniatowskiego,Stanisława Augusta Poniatowskiego
,Stanisława I. Witkiewicza,Stanisława Ignacego Witkiewicza
,Stary Kisielin-Pionierów Lub.,Stary Kisielin-Pionierów Lubuskich
,Stary Kisielin-Św. Floriana,Stary Kisielin-Świętego Floriana
,Staszica,Stanisława Staszica
,Stefana kard. Wyszyńskiego,Kardynała Stefana Wyszyńskiego
,Stolarskiego,Błażeja Stolarskiego
,Strajku Łódzkich Studentów w 1981 r.,Strajku Łódzkich Studentów w 1981 roku
,Strzelczyka,Franciszka Strzelczyka
,Stuska,Franciszka Stuska
,Styczyńskiego,Jana Styczyńskiego
,Sucharskiego,Majora Henryka Sucharskiego
,Sz. i H. Syrkusów,Heleny i Szymona Syrkusów
,Szczotki,Józefa Szczotki
,Szewczyka,Wilhelma Szewczyka
,Szymanowskiego,Karola Szymanowskiego
,Szymborskiej,Wisławy Szymborskiej
,Sławika,Henryka Sławika
,Słowackiego,Juliusza Słowackiego
,T. Bairda,Tadeusza Bairda
,T. Borowskiego,Tadeusza Borowskiego
,T. Boya-Żeleńskiego,Tadeusza Boya-Żeleńskiego
,T. Chałubińskiego,Tytusa Chałubińskiego
,T. Grzesika i R. Piwnika,Tomasza Grzesika i Romana Piwnika
,T. Kotarbińskiego,Tadeusza Kotarbińskiego
,T. Kościuszki,Tadeusza Kościuszki
,T. Makowskiego,Tadeusza Makowskiego
,T. Zana,Tomasza Zana
,T. Ślusarskiego,Tadeusza Ślusarskiego
,Tadeusza Boya Żeleńskiego,Tadeusza Boya-Żeleńskiego
,Tadeusza Zawadzkiego ps. Zośka,"Tadeusza Zawadzkiego ps. ""Zośka"""
,Teligi,Leonida Teligi
,Teofila A. Lenartowicza,Teofila Aleksandra Lenartowicza
,Tetmajera,Kazimierza Tetmajera
,Thomasa W. Wilsona,Thomasa Woodrowa Wilsona
,Trakt K. Pułaskiego,Trakt Kazimierza Pułaskiego
,Trakt Ojca św. Franciszka,Trakt Ojca Świętego Franciszka
,Trakt Św. Jakuba,Trakt Świętego Jakuba
,Trakt św. Jana Pawła II,Trakt Świętego Jana Pawła II
,Trakt Św. Wojciecha,Trakt Świętego Wojciecha
,Trasa ks. Jerzego Popiełuszki,Trasa Księdza Jerzego Popiełuszki
,Traugutta,Romualda Traugutta
,Trulleya,Jana Trulleya
,Tuwima,Juliana Tuwima
,Tysiąclecia PP,Tysiąclecia Państwa Polskiego
,Ujejskiego,Kornela Ujejskiego
,Ursyna Niemcewicza,Juliana Ursyna Niemcewicza
,W. A. Mozarta,Wolfganga Amadeusza Mozarta
,W. B. Krzyżanowskiego,Włodzimierza Bonawentury Krzyżanowskiego
,W. Bartniaka,Władysława Bartniaka
,W. Bogusławskiego,Wojciecha Bogusławskiego
,W. Broniewskiego,Wojciecha Bogusławskiego
,W. Dudziewicza,Wawrzyńca Dudziewicza
,W. Jagiełły,Władysława Jagiełły
,W. Janta-Połczyńskiego,Władysława Janta-Połczyńskiego
,W. Korfantego,Wojciecha Korfantego
,W. Lutosławskiego,Witolda Lutosławskiego
,W. Orkana,Władysława Orkana
,W. Perlitza,Wacława Perlitza
,W. Pola,Wincentego Pola
,W. Reymonta,Władysława Reymonta
,W. Syrokomli,Władysława Syrokomli
,W. Szczeblewskiego,Wacława Szczeblewskiego
,W. Warneńczyka,Władysława Warneńczyka
,W. Westfala,Witolda Westfala
,W. Witosa,Wincentego Witosa
,W. Łokietka,Władysława Łokietka
,Wachm. Tarzana,Wachmistrza Tarzana
,Waryńskiego,Ludwika Waryńskiego
,Wały gen. Władysława Sikorskiego,Wały Generała Władysława Sikorskiego
,Wały Księcia J. Poniatowskiego,Wały Księcia Józefa Poniatowskiego
,Wichrowe wzgórze,Wichrowe Wzgórze
,Wieniawskiego,Henryka Wieniawskiego
,Williama H. Lindleya,Williama Heerleina Lindleya
,Wilsona,Thomasa Woodrowa Wilsona
,Witosa,Wincentego Witosa
,Witosa W.,Wincentego Witosa
,Wolfganga A. Mozarta,Wolfganga Amadeusza Mozarta
,Wolnego,Konstantego Wolnego
,Wybickiego,Józefa Wybickiego
,Wybrzeże im. Marszałka Piłsudskiego,Wybrzeże Marszałka Piłsudskiego
,Wybrzeże Prezydenta W. Wilsona,Wybrzeże Prezydenta Woodrowa Wilsona
,Wydarzeń Brzeskich 1966 r.,Wydarzeń Brzeskich 1966 roku
,Wyspiańskiego,Stanisława Wyspiańskiego
,Wzgórze św. Wojciecha,Wzgórze Świętego Wojciecha
,Wł. Broniewskiego,Władysława Broniewskiego
,Wł. Gduli,Władysława Gduli
,Wł. Jagiełły,Władysława Jagiełły
,Wł. Raginisa,Władysława Raginisa
,Wł. Reymonta,Władysława Reymonta
,Wł. Sikorskiego,Władysława Sikorskiego
,Wł. St. Reymonta,Władysława Stanisława Reymonta
,Wł. Łokietka,Władysława Łokietka
,Władysława Skubisza ps. Pingwin,"Władysława Skubisza ps. ""Pingwin"""
,Władysława Tatarkiewicza,Profesora Władysława Tatarkiewicza
,Z. Kossak,Zofii Kossak
,Z. Krasińskiego,Zygmunta Krasińskiego
,Z. Nałkowskiej,Zofii Nałkowskiej
,Z. Padlewskiego,Zygmunta Padlewskiego
,Z. Sierakowskiego,Zygmunta Sierakowskiego
,Z. Smodlibowskiej,Zdzisławy Smodlibowskiej
,Zagłoby,Jana Onufrego Zagłoby
,Zapolskiej,Gabrieli Zapolskiej
,Zaułek Św. Bartłomieja,Zaułek Świętego Bartłomieja
,Zawadzkiego,Tadeusza Zawadzkiego
,Zb. Herberta,Zbigniewa Herberta
,Łukasińskiego,Waleriana Łukasińskiego
,Ściegiennego,Piotra Ściegiennego
,Śniadeckiego,Jędrzeja Śniadeckiego
,św. Agaty,Świętej Agaty
,św. Agnieszki,Świętej Agnieszki
,św. Alberta,Świętego Alberta
,św. Alberta Chmielowskiego,Świętego Alberta Chmielowskiego
,św. Aleksego,Świętego Aleksego
,Św. Alojzego,Świętego Alojzego
,św. Alojzego Orione,Świętego Alojzego Orione
,św. Ambrożego,Świętego Ambrożego
,św. Andrzeja,Świętego Andrzeja
,św. Andrzeja Boboli,Świętego Andrzeja Boboli
,św. Andrzeja Świerada,Świętego Andrzeja Świerada
,św. Anny,Świętej Anny
,św. Antoniego,Świętego Antoniego
,św. Arnolda,Świętego Arnolda
,św. Arnolda Janssena,Świętego Arnolda Janssena
,św. Augustyna,Świętego Augustyna
,św. Barbary,Świętej Barbary
,Św. Bartłomieja,Świętego Bartłomieja
,Św. Bartłomieja Apostoła,Świętego Bartłomieja Apostoła
,Św. Bogumiła,Świętego Bogumiła
,św. Bonifacego,Świętego Bonifacego
,św. Brata Alberta,Świętego Brata Alberta
,św. Brata Alberta Adama Chmielowskiego,Świętego Brata Alberta Adama Chmielowskiego
,św. Bronisławy,Świętej Bronisławy
,św. Brunona,Świętego Brunona
,św. Cecylii,Świętej Cecylii
,św. Czesława,Świętego Czesława
,św. Dominika,Świętego Dominika
,św. Dominika Savio,Świętego Dominika Savio
,św. Doroty,Świętej Doroty
,św. Ducha,Świętego Ducha
,św. Elżbiety,Świętej Elżbiety
,św. Faustyny,Świętej Faustyny
,św. Faustyny Kowalskiej,Świętej Faustyny Kowalskiej
,św. Filipa,Świętego Filipa
,św. Filipa Neri,Świętego Filipa Neri
,św. Floriana,Świętego Floriana
,św. Franciszka,Świętego Franciszka
,Św. Franciszka z Asyżu,Świętego Franciszka z Asyżu
,Św. Grzegorza Peradze,Świętego Grzegorza Peradze
,Św. Haliny,Świętej Haliny
,św. Heleny,Świętej Heleny
,Św. Hieronima,Świętego Hieronima
,św. Huberta,Świętego Huberta
,Św. Hubertusa,Świętego Hubertusa
,św. Idziego,Świętego Idziego
,św. Izydora,Świętego Izydora
,Św. Izydora Oracza,Świętego Izydora Oracza
,św. Jacka,Świętego Jacka
,św. Jacka Odrowąża,Świętego Jacka Odrowąża
,św. Jadwigi,Świętej Jadwigi
,św. Jadwigi Królowej,Świętej Jadwigi Królowej
,św. Jadwigi Śląskiej,Świętej Jadwigi Śląskiej
,św. Jadwigi-Królowej,Świętej Jadwigi-Królowej
,św. Jakuba,Świętego Jakuba
,Św. Jakuba Apostoła,Świętego Jakuba Apostoła
,św. Jana,Świętego Jana
,Św. Jana Bosco,Świętego Jana Bosco
,św. Jana Bosko,Świętego Jana Bosko
,św. Jana Chrzciciela,Świętego Jana Chrzciciela
,św. Jana Kantego,Świętego Jana Kantego
